Root.organism.name,text
AGGREGATIBACTER,"Aggregatibacter is a genus in the phylum Proteobacteria (Bacteria), which contains three species, namely:
A. actinomycetemcomitans ( (Klinger 1912) Nrskov-Lauritsen and Kilian 2006, (type species of the genus); Greek noun aktis, aktinos (_____, _______), a beam; Greek muk_s -_tos, mushroom or other fungus; New Latin actinomyces -etis, an actinomycete; Latin comitans, accompanying; New Latin actinomycetemcomitans, accompanying an actinomycete)[1]
A. aphrophilus (Khairat 1940) Nrskov-Lauritsen and Kilian 2006, Ancient Greek aphros, foam; New Latin philus from Greek philos (_____) meaning friend, loving; New Latin aphrophilus, foam-loving)[2]
A. segnis (Kilian 1977) Nrskov-Lauritsen and Kilian 2006,Latin segnis, slow, sluggish, inactive)[3]"
TAENIA,"Taenia is a genus of tapeworms (a type of helminth) that includes some important parasites of livestock. Members of the genus are responsible for taeniasis and cysticercosis in humans, which are a type of helminthiasis belonging to the group of neglected tropical diseases. More than 100 species are recorded. They are morphologically characterized by a ribbon-like body composed of a series of segments called proglottids; hence the name Taenia (Greek tainia meaning ribbon, bandage, or stripe). The anterior end of the body is the scolex. Not all members of the genus Taenia have an armed scolex (hooks and/or spines located in the ""head"" region), for example, Taenia saginata has an unarmed scolex, while Taenia solium has an armed scolex.[1]
Proglottids have a central ovary, with a vitellarium (yolk gland) posterior to it. As in all cyclophyllid cestodes, a genital pore occurs on the side of the proglottid. Eggs are released when the proglottid deteriorates, so a uterine pore is unnecessary."
BRUCELLA,"Brucella is a genus of Gram-negative bacteria,[2][3] named after David Bruce (1855-1931). They are small (0.5 to 0.7 by 0.6 to 1.5 micrometresm), non-encapsulated, flagellated,[4] facultatively intracellular coccobacilli.
Brucella is the cause of brucellosis, which is a zoonosis. It is transmitted by ingesting contaminated food (such as unpasteurized milk products), direct contact with an infected animal, or inhalation of aerosols. Transmission from human to human, for example through sexual intercourse or from mother to child, is exceedingly rare, but possible.[5] Minimum infectious exposure is between 10 - 100 organisms.
The different species of Brucella are genetically very similar, although each has a slightly different host specificity (see below). Hence, the NCBI taxonomy includes most Brucella species under Brucella melitensis.
The many names of brucellosis include (human disease/animal disease):
Malta fever/Bangs disease
Undulant fever/enzootic abortion
Mediterranean fever/epizootic abortion
Rock fever of Gibraltar/slinking of calves
Gastric fever/ram epididymitis
Contagious abortion/spontaneous abortion[6]"
BREVUNDIMONAS,The Brevundimonas are a genus of proteobacteria.
CORONAVIRUS,"Coronaviruses are species in the genera of virus belonging to one of two subfamilies Coronavirinae and Torovirinae in the family Coronaviridae, in the order Nidovirales.[1][2] Coronaviruses are enveloped viruses with a positive-sense RNA genome and with a nucleocapsid of helical symmetry. The genomic size of coronaviruses ranges from approximately 26 to 32 kilobases, extraordinarily large for an RNA virus.
The name ""coronavirus"" is derived from the Latin corona, meaning crown or halo, and refers to the characteristic appearance of virions under electron microscopy (E.M.) with a fringe of large, bulbous surface projections creating an image reminiscent of a royal crown or of the solar corona. This morphology is created by the viral spike (S) peplomers, which are proteins that populate the surface of the virus and determine host tropism.
Proteins that contribute to the overall structure of all coronaviruses are the spike (S), envelope (E), membrane (M) and nucleocapsid (N). In the specific case of the SARS coronavirus (see below), a defined receptor-binding domain on S mediates the attachment of the virus to its cellular receptor, angiotensin-converting enzyme 2 (ACE2).[3] Some coronaviruses (specifically the members of Betacoronavirus subgroup A) also have a shorter spike-like protein called hemagglutinin esterase (HE).[1]"
FLAVIVIRUSES,"Flavivirus is a genus of viruses in the family Flaviviridae. This genus includes the West Nile virus, dengue virus, tick-borne encephalitis virus, yellow fever virus, and several other viruses which may cause encephalitis.[2]
Flaviviruses are named from the yellow fever virus, the type virus for the family; the word ""flavus"" means ""yellow"" in Latin. The name ""yellow fever"" originated from its propensity to cause yellow jaundice in victims.[3]
Flaviviruses share several common aspects: common size (40-65 nm), symmetry (enveloped, icosahedral nucleocapsid), nucleic acid (positive-sense, single-stranded RNA of approximately 10,000_11,000 bases), and appearance in the electron microscope.
Most of these viruses are transmitted by the bite from an infected arthropod (mosquito or tick) and hence, classified as arboviruses. Human infections with these viruses are typically incidental, as humans are unable to replicate the virus to high enough titers to reinfect arthropods needed to continue the virus life cycle _ man is a dead end host. The exceptions to this are yellow fever and dengue viruses, which still require mosquito vectors, but are well-enough adapted to humans as to not necessarily depend upon animal hosts (although both continue to have important animal transmission routes as well).
Other virus transmission routes for arboviruses include handling infected animal carcasses, blood transfusion, child birth and through consumption of unpasteurised milk products. The transmission from animals to humans without an intermediate vector arthropod is thought to be unlikely. For example, early tests with yellow fever showed that the disease is not contagious.
The known non-arboviruses of the flavivirus family either reproduce in arthropods or vertebrates, but not both."
MENINGOCOCCAL MENINGITIS CLINICAL WITH NO ORGANISM,
CAPNOCYTOPHAGA,"Capnocytophaga is a genus of Gram-negative bacteria. Normally found in the oropharyngeal tract of mammals, they are involved in the pathogenesis of some animal bite wounds as well as periodontal diseases.[1]
Capnocytophaga canimorsus transmission following a dog bite can cause overwhelming sepsis in asplenic patients, the elderly, and the immunocompromised. Empiric treatment for this bacteria following a dog bite, consisting of a third-generation cephalosporin early in the infection, should be instituted in these patient populations, or following deep bites or dog bites to the hand."
NOCARDIA,
BURKHOLDERIA,
ALCALIGENES,
ENDOLIMAX,
GEMELLA,
CRYPTOCOCCUS,
UREAPLASMA,
FILARIA,
HYMENOLEPIS,
FUSOBACTERIUM,
IODAMOEBA,
CYCLOSPORA,
CHRYSEOBACTERIUM,
PEPTOCOCCUS,
LACTOBACILLUS,
PROPIONIBACTERIUM,
TRICHOMONAS,
EUBACTERIUM,
MYCOCLADUS,
TOXOCARA,
LEISHMANIA,
OCHROBACTRUM,
MALASSEZIA,
CHRYSEOMONAS,
LEPTOTRICHIA,
MICROSPORUM,
KLUYVERA,
MOLLUSCUM CONTAGIOSUM VIRUS,
LEUCONOSTOC,
ACREMONIUM,
SCOPULARIOPSIS,
ERYSIPELOTHRIX,
NEW ORGANISM,
GRANULICATELLA,
SPHINGOBACTERIUM,
RALSTONIA,
POLYOMAVIRUS,
SHEWANELLA,
COMAMONAS,
PAPILLOMAVIRUS,
LEGIONELLA,
PORPHYROMONAS,
BARTONELLA,
ACHROMOBACTER,
LOUSE,
TREPONEMA,
RICKETTSIA,
PENICILLIUM,
DIPTERA,
TICK,
SACCHAROMYCES,
RHIZOPUS,
SMALL ROUND VIRUS,
RHODOTORULA,
ROTHIA,
FLEA,
FUSARIUM,
RAOULTELLA,
BREVIBACTERIUM,
EGGERTHELLA,
ARBOVIRUSES,
OLIGELLA,
CHIKUNGUNYA VIRUS,
RHODOCOCCUS,
ABIOTROPHIA,
TRYPANOSOMA,
ALTERNARIA,
EIKENELLA,
DIALISTER,
SCEDOSPORIUM,
RAHNELLA,
ANAEROBIOSPIRILLUM,
ANAEROCOCCUS,
PARECHOVIRUS,
HUMAN METAPNEUMOVIRUS (HMPV),
CHRYSOSPORIUM,
DIPHYLLOBOTHRIUM,
CAT SCRATCH FEVER,
EPIDERMOPHYTON,
EXOPHIALA,
PHOMA,
BABESIA,
PAECILOMYCES,
ACTINOBACULUM,
DERMABACTER,
PARAGONIMUS,
MYROIDES,
HELMINTHS OTHER NAMED,
MITE,
GLOBICATELLA,
EWINGELLA,
CUNNINGAMELLA,
BOCAVIRUS,
CHAETOMIUM,
ULOCLADIUM,
STOMATOCOCCUS,
ROSEOMONAS,
ANCYLOSTOMA,
ERWINIA,
EMPEDOBACTER,
FASCIOLA,
BRANHAMELLA,
WEEKSELLA,
BIFIDOBACTERIUM,
STREPTOMYCES,
CLONORCHIS,
EDWARDSIELLA,
NEOSCYTALIDIUM,
HISTOPLASMA,
PEDIOCOCCUS,
LECLERCIA,
COCCIDIOIDES,
AGROBACTERIUM,
SPHINGOMONAS,
ARTHROBACTER,
GEOTRICHUM,
SPOROTHRIX,
ACTINOBACILLUS,
JAKOB-CREUTZFELD AGENT,
INQUILINUS,
PAENIBACILLUS,
PHAEOSPHAERIA,
KOCURIA,
CARDIOBACTERIUM,
CHROMOBACTERIUM,
TRICHODERMA,
PHIALOPHORA,
MOBILUNCUS,
ACANTHAMOEBA,
PSYCHROBACTER,
STREPTOBACILLUS,
PSEUDALLESCHERIA,
PARACOCCIDIOIDES,
MUCOR,
RHIZOMUCOR,
MICROBACTERIUM,
MICROPOLYSPORA,
CALYMMATOBACTERIUM,
KURTHIA,
ARCOBACTER,
BIPOLARIS,
BUNYAVIRIDAE,
MADURELLA,
ABSIDIA,
PEPTONIPHILUS,
CLADOSPORIUM,
CLADOPHIALOPHORA,
DICROCOELIUM,
CEDECEA,
AVIAN ANTIGEN,
TRUEPERELLA,
OERSKOVIA,
NAEGLERIA,
HYPHOZYMA,
SAGENOMELLA,
NECATOR,
FACKLAMIA,
PANDORAEA,
PARVIMONAS,
DIPYLIDIUM,
LOUPING ILL,
NEMATODES UNSPECIFIED,
AURANTIMONAS,
SNEATHIA,
ARACHNIA,
SUTTONELLA,
DIROFILARIA,
COWPOX,
BLASTOSCHIZOMYCES,
ELIZABETHKINGIA,
CAPILLARIA,
AZOSPIRILLUM,
RUMINOCOCCUS,
SACCHAROPOLYSPORA,
PICHIA,
RABIES CLINICAL WITH NO ORGANISM,
SANDFLY FEVER VIRUS,
TROPHERYMA,
BERGEYELLA,
ACTINOMYCETES,
NIGROSPORA,
FRANCISELLA,
SLACKIA,
CELLULOMONAS,
HELCOCOCCUS,
TETANUS CLINICAL WITH NO ORGANISM,
CHILOMASTIX,
ROBINSONIELLA,
TREMATODES,
SPOROTRICHUM,
BUTTIAUXELLA,
ALLOIOCOCCUS,
DESULFOVIBRIO,
GNATHOSTOMA,
BOTRYTIS,
LEMINORELLA,
DERMACENTOR,
PHIALEMONIUM,
GORDONIA,
VAGOCOCCUS,
OSCILLOSPIRA,
AUREOBASIDIUM,
LECYTHOPHORA,
WEISSELLA,
JANIBACTER,
MOELLERELLA,
KLOECKERA,
WOLINELLA,
VACCINIA VIRUS,
FLAVONIFRACTOR,
VAHLKAMPFIA,
TRICHINELLA,
ONYCHOCOLA,
DF-2 (CDC GROUP),
BLASTOMYCES,
PSEUDOCLAVIBACTER,
SOLOBACTERIUM,
PARALYTIC SHELLFISH POISONING,
EHRLICHIA,
ACIDOVORAX,
BREVIBACILLUS,
JANTHINOBACTERIUM,
BUTYRIBACTERIUM,
PARABACTEROIDES,
LUTEIMONAS,
COLLINSELLA,
ARGASIDAE,
SAKSENAEA,
VERTICILLIUM,
BILOPHILA,
HARTMANNELLA,
PARACOCCUS,
CRONOBACTER,
DRACUNCULUS,
ALISTIPES,
PROTOTHECA,
ATOPOBIUM,
CUPRIAVIDUS,
BALANTIDIUM,
MYCOLEPTODISCUS,
RHINOCLADIELLA,
ENGYDONTIUM,
KOSERELLA,
CIGUATERA FISH POISONING,
