Root.organism.name,text
HYPHOZYMA,No entry
INFLUENZA VIRUS,"The Orthomyxoviruses are a family of RNA viruses that includes six genera: Influenza virus A, Influenza virus B, Influenza virus C, Isavirus, Thogotovirus and Quaranjavirus. The first three genera contain viruses that cause influenza in vertebrates, including birds (see also avian influenza), humans, and other mammals. Isaviruses infect salmon; the thogotoviruses are arboviruses, infecting vertebrates and invertebrates, such as ticks and mosquitoes.[2][3][4]
The three genera of Influenza virus, which are identified by antigenic differences in their nucleoprotein and matrix protein, infect vertebrates as follows:
Influenza virus A infects humans, other mammals, and birds, and causes all flu pandemics
Influenza virus B infects humans and seals
Influenza virus C infects humans, pigs and dogs."
INQUILINUS,No entry
IODAMOEBA,"Iodamoeba bôtschlii is a species of amoeba.[1]
It gets its name from its appearance when stained with iodine.[2]
Named for Otto Bôtschli by Prowazek in 1912, Iodamoeba bôtschlii is a nonpathogenic parasitic ameba, commonly found in the large intestines of people, pigs and other mammals.
The distribution of I. bôtschlii is worldwide. Most likely to be the original host, pigs are often targeted with I. bôtschlii. I. bôtschlii is identified as a non-pathogenic parasite. Often, this parasite is mistaken as a pathogenic parasite because non-pathogenic and pathogenic parasites have the same characteristics. In terms of illnesses, humans have a low prevalence of I. bôtschlii (4-8%). I. butschlii is an indicator of oral-fecal contamination and humans may experience diarrhea.[3][4]
"
ISOSPORA,"Isospora is a genus of internal parasites classified under Coccidia.
It is responsible for the condition isosporiasis, which causes acute, non-bloody diarrhoea in immunocompromised individuals."
JAKOB-CREUTZFELD AGENT,No entry
JANIBACTER,No entry
JANTHINOBACTERIUM,"Janthinobacterium is a genus of Gram-negative soil bacteria. The name is from Latin janthinus, which means ""violet"" or ""violet-blue"" + bacterium, which means rod or staff.[1]"
KINGELLA,"Kingella kingae is a species of Gram-negative aerobic coccobacilli. First isolated in 1960, it was not recognized as a significant cause of infection in young children until the 1990s, when culture techniques had improved enough for it to be recognized. It is best known as a cause of septic arthritis, osteomyelitis, spondylodiscitis, bacteraemia, and endocarditis, and less frequently lower respiratory tract infections and meningitis.[1]
There are four species of Kingella: K. kingae, the most common, is part of the bacterial flora of the throat in young children and is transmitted from child to child. When it causes disease, the clinical presentation is often subtle and preceded by a recent history of stomatitis or upper respiratory infection. Other species are K. indologenes, K. denitrificans both causing endocarditis, and K. oralis found in dental plaque.
One notable exception is in cases of endocarditis (heart valve infection), which can be more refractory to treatment. K. kingae is the fifth member of the HACEK group of fastidious Gram-negative bacteria that cause endocarditis. Routine laboratory tests may be normal because the organism is difficult to culture. Inoculating the fluid from infected joints directly into blood culture vials can enhance the chances of an accurate culture, but extended culture times are not helpful.[2]
The organism has also been known as Moraxella kingae.
K. kingae is oxidase-positive, catalase-negative, and beta-hemolytic."
KLEBSIELLA,"Klebsiella is a genus of non-motile, Gram-negative, oxidase-negative, rod-shaped bacteria with a prominent polysaccharide-based capsule.[1] It is named after the German microbiologist Edwin Klebs (1834-1913).
Klebsiella species are found everywhere in nature. This is thought to be due to distinct sublineages developing specific niche adaptations, with associated biochemical adaptations which make them better suited to a particular environment. They can be found in water, soil, plants, insects, animals and humans.[2][3]"
KLOECKERA,No entry
KLUYVERA,No entry
KOCURIA,"Kocuria is a genus of Gram positive bacteria in the phylum Actinobacteria, including the sequenced species Kocuria rhizophila."
KOSERELLA,No entry
KURTHIA,No entry
LACTOBACILLUS,"Lactobacillus, is a genus of Gram-positive facultative anaerobic or microaerophilic rod-shaped bacteria.[1] They are a major part of the lactic acid bacteria group. In humans they are part of the vaginal microbiota.[2] Many species in this genus have had their genome sequenced.[3]"
LACTOCOCCUS,"Lactococcus is a genus of lactic acid bacteria that were formerly included in the genus Streptococcus Group N1.[1] They are known as homofermentors meaning that they produce a single product, lactic acid in this case, as the major or only product of glucose fermentation. Their homofermentative character can be altered by adjusting cultural conditions such as pH, glucose concentration, and nutrient limitation. They are gram-positive, catalase-negative, non-motile cocci that are found singly, in pairs, or in chains. The genus contains strains known to grow at or below 7 degrees C.[2]
Nine species of Lactococcus are currently recognized along with four subspecies.[3] They are:
L. chungangensis,
L. formosensis,
L. fujiensis,
L. garvieae,
L. lactis (
L. lactis subsp. cremoris,
L. lactis subsp. hordniae,
L. lactis subsp. lactis,
L. lactis subsp. tructae),
L. piscium,
L. plantarum,
L. raffinolactis,
L. taiwanensis.
These organisms are commonly used in the dairy industry in the manufacture of fermented dairy products such as cheeses. They can be used in single-strain starter cultures, or in mixed-strain cultures with other lactic acid bacteria such as Lactobacillus and Streptococcus. Special interest is placed on the study of L. lactis subsp. lactis and L. lactis subsp. cremoris, as they are the strains used as starter cultures in industrial dairy fermentations.[4] Their main purpose in dairy production is the rapid acidification of milk; this causes a drop in the pH of the fermented product, which prevents the growth of spoilage bacteria. The bacteria also play a role in the flavor of the final product.[5] Lactococci are currently being used in the biotechnology industry. They are easily grown at industrial scale on whey-based media. As food-grade bacteria, they are used in the production of foreign proteins that are applied to the food industry."
LECLERCIA,No entry
LECYTHOPHORA,"Lecythophora hoffmannii, also known as Phialophora hoffmannii, is an ascomycete fungus that grows commonly in soil.[1] It has also been categorized as a soft-rot fungus capable of bringing the surface layer of timber into a state of decay, even when safeguarded with preservatives.[2] Additionally, it has pathogenic properties, although it causes serious infection only in rare cases.[3] A plant pathogen lacking a known sexual state,[4] L. hoffmannii has been classified as a ""dematiaceous fungus"" despite its contradictory lack of pigmentation; both in vivo and in vitro, there is no correlation between its appearance and its classification.[3]"
LEGIONELLA,"The genus Legionella is a pathogenic group of Gram-negative bacteria that includes the species L. pneumophila, causing legionellosis[1] (all illnesses caused by Legionella) including a pneumonia-type illness called Legionnaires' disease and a mild flu-like illness called Pontiac fever.[1]
It may be readily visualized with a silver stain. Legionella is common in many environments, including soil and aquatic systems, with at least 50 species and 70 serogroups identified.
The side chains of the cell wall carry the bases responsible for the somatic antigen specificity of these organisms. The chemical composition of these side chains both with respect to components and arrangement of the different sugars determines the nature of the somatic or O antigen determinants, which are essential means of serologically classifying many Gram-negative bacteria.
Legionella acquired its name after an outbreak of a then-unknown ""mystery disease"" sickened 221 persons, causing 34 deaths. The outbreak was first noticed among people attending a convention of the American Legionãan association of U.S. military veterans. The convention occurred in Philadelphia during the U.S. Bicentennial year in July 21-24, 1976. This epidemic among U.S. war veterans, occurring in the same city asãand within days of the 200th anniversary ofãthe signing of the Declaration of Independence, was widely publicized and caused great concern in the United States.[2]
On January 18, 1977, the causative agent was identified as a previously unknown bacterium subsequently named Legionella. See Legionnaires' disease for full details."
LEISHMANIA,"Leishmania is a genus of trypanosomes that are responsible for the disease leishmaniasis.[1][2] They are spread by sandflies of the genus Phlebotomus in the Old World, and of the genus Lutzomyia in the New World. At least 93 sandfly species are proven or probable vectors worldwide.[3] Their primary hosts are vertebrates; Leishmania commonly infects hyraxes, canids, rodents, and humans."
LEMINORELLA,No entry
LEPTOSPIRA,"Leptospira (Greek leptos, ""fine, thin"" and Latin spira, ""coil"")[1] is a genus of spirochaete bacteria, including a small number of pathogenic and saprophytic species.[2] Leptospira was first observed in 1907 in kidney tissue slices of a leptospirosis victim who was described as having died of ""yellow fever.""[3]"
LEPTOTRICHIA,No entry
LEUCONOSTOC,"Leuconostoc[1] is a genus of Gram-positive bacteria, placed within the family of Leuconostocaceae. They are generally ovoid cocci often forming chains. Leuconostoc spp. are intrinsically resistant to vancomycin and are catalase-negative (which distinguishes them from staphylococci). All species within this genus are heterofermentative and are able to produce dextran from sucrose. They are generally slime-forming.
Blamed for causing the 'stink' when creating a sourdough starter, some species are also capable of causing human infection.[2] Because they are an uncommon cause of disease in humans, standard commercial identification kits are often unable to identify the organism.[3]
Leuconostoc is, along with other lactic acid bacteria such as Pediococcus and Lactobacillus, responsible for the fermentation of cabbage, making it sauerkraut. It is similarly part of the symbiotic colonies of microbes involved in the fermentation of kefir, a fermented milk beverage.[4] In this process, the sugars in fresh cabbage are transformed to lactic acid which gives it a sour flavour and good keeping qualities."
LISTERIA,"Listeria is a genus of bacteria that contains 10 species,[1][2] each containing two subspecies. Named after the English pioneer of sterile surgery Joseph Lister, the genus received its current name in 1940. Listeria species are gram-positive, rod-shaped, facultatively anaerobic, and non-spore forming.[3] The major human pathogen in the Listeria genus is L. monocytogenes. It is usually the causative agent of the relatively rare bacterial disease, listeriosis, a serious infection caused by eating food contaminated with the bacteria. The disease affects pregnant women, newborns, adults with weakened immune systems, and the elderly.
Listeriosis is a serious disease for humans; the overt form of the disease has a case-fatality rate of about 20 percent. The two main clinical manifestations are sepsis and meningitis. Meningitis is often complicated by encephalitis, when it is known as meningoencephalitis, a pathology that is unusual for bacterial infections. Listeria ivanovii is a pathogen of mammals, specifically ruminants, and has rarely caused listeriosis in humans.[4]"
LOUPING ILL,"Louping-ill (also known as Ovine Encephalomyelitis, Infectious Encephalomyelitis of Sheep, Trembling-ill) is an acute viral disease primarily of sheep that is characterized by a biphasic fever, depression, ataxia, muscular incoordination, tremors, posterior paralysis, coma, and death. Louping-ill is a tick-transmitted disease whose occurrence is closely related to the distribution of the primary vector, the sheep tick Ixodes ricinus. It also causes disease in red grouse, and can affect humans. The name 'louping-ill' is derived from an old Scottish word describing the effect of the disease in sheep whereby they 'loup' or spring into the air.[1]"
LOUSE,"Louse (plural: lice) is the common name for members of the order Phthiraptera, which contains nearly 5,000 species of wingless insect. Lice are obligate parasites, living externally on warm-blooded hosts which include every order of birds, and all the orders of mammals except for monotremes, pangolins, bats and cetaceans. Lice are the vectors of diseases such as typhus.
Chewing lice live among the hairs or feathers of their host and feed on skin and debris, while sucking lice pierce their host's skin and feed on blood and other secretions. They usually spend their whole life on a single host, cementing their eggs to hairs or feathers where they are known as ""nits"". The eggs hatch into nymphs, which moult three times before becoming fully grown, a process that takes about four weeks.
Humans host three species of louse, the head louse, the body louse and the pubic louse. The body louse has the smallest genome known for an insect; it has been used as a model organism and has been the subject of much research. Lice were ubiquitous in human society until at least the Middle Ages. They appear in folktales, songs such as The Kilkenny Louse House, and novels such as James Joyce's Finnegans Wake. They commonly feature in the psychiatric disorder delusional parasitosis. A louse was one of the early subjects of microscopy, appearing in Robert Hooke's 1667 book, Micrographia."
LUTEIMONAS,No entry
MADURELLA,"Madurella is a genus of fungus of the Hyphomycetes class.
According to MeSH, it is responsible for maduromycosis.[1]
It has also been classified with the Mitosporic Ascomycota.
It includes:
Madurella grisea
Madurella mycetomatis"
MALASSEZIA,"Malassezia (formerly known as Pityrosporum) is a genus of fungi. Malassezia is naturally found on the skin surfaces of many animals, including humans. In occasional opportunistic infections, some species can cause hypopigmentation or hyperpigmentation on the trunk and other locations in humans. Allergy tests for this fungus are available."
MENINGOCOCCAL MENINGITIS CLINICAL WITH NO ORGANISM,No entry
MICROBACTERIUM,"Microbacterium is a genus of bacteria in the family Microbacteriaceae. As of 2009 it consists of 63 species:[2]
Microbacterium aerolatum,
Microbacterium aoyamense,
Microbacterium aquimaris,
Microbacterium arabinogalactanolyticum,
Microbacterium arborescens,
Microbacterium aurantiacum,
Microbacterium aurum,
Microbacterium awajiense,
Microbacterium barkeri,
Microbacterium binotii,
Microbacterium chocolatum,
Microbacterium deminutum,
Microbacterium esteraromaticum,
Microbacterium flavescens,
Microbacterium flavum,
Microbacterium fluvii,
Microbacterium foliorum,
Microbacterium ginsengisoli,
Microbacterium gubbeenense,
Microbacterium halophilum,
Microbacterium halotolerans,
Microbacterium hatanonis[3],
Microbacterium hominis,
Microbacterium hydrocarbonoxydans,
Microbacterium imperiale,
Microbacterium indicum,
Microbacterium insulae,
Microbacterium invictum,
Mycobacterium iranicum[4],
Microbacterium keratanolyticum,
Microbacterium ketosireducens,
Microbacterium kitamiense,
Microbacterium koreense,
Microbacterium kribbense,
Microbacterium lacticum,
Microbacterium lacus,
Microbacterium laevaniformans,
Microbacterium liquefaciens,
Microbacterium luteolum,
Microbacterium luticocti',
Microbacterium marinilacus,
Microbacterium maritypicum,
Microbacterium natoriense,
Microbacterium oleivorans,
Microbacterium oxydans,
Microbacterium paludicola,
Microbacterium paraoxydans,
Microbacterium phyllosphaerae,
Microbacterium profundi,
Microbacterium pumilum,
Microbacterium pygmaeum,
Microbacterium resistens,
Microbacterium saperdae,
Microbacterium schleiferi,
Microbacterium sediminicola,
Microbacterium terrae,
Microbacterium terregens,
Microbacterium terricola,
Microbacterium testaceum, Microbacterium thalassium,
Microbacterium trichothecenolyticum,
Microbacterium ulmi,
Microbacterium xylanilyticum."
MICROCOCCUS,"Micrococcus is a genus of bacteria in the Micrococcaceae family. Micrococcus occurs in a wide range of environments, including water, dust, and soil. Micrococci have Gram-positive spherical cells ranging from about 0.5 to 3 micrometers in diameter and typically appear in tetrads. They are catalase positive, oxidase positive, indole negative and citrate negative. Micrococcus has a substantial cell wall, which may comprise as much as 50% of the cell mass. The genome of Micrococcus is rich in guanine and cytosine (GC), typically exhibiting 65 to 75% GC-content. Micrococci often carry plasmids (ranging from 1 to 100 MDa in size) that provide the organism with useful traits."
MICROPOLYSPORA,"Micropolyspora is a defunct genus of bacteria within family Nocardiaceae. Members of this genus were transferred to new genera in families Nocardiaceae, Streptosporangiaceae and Pseudonocardiaceae.[1] These changes effectively ended the official status of this genus, but the name persists in older research articles, and is occasionally used in contemporary settings."
MICROSPORIDIA,"The microsporidia constitute a phylum (Microspora) of spore-forming unicellular parasites. They were once thought to be protists but are now known to be fungi. Loosely 1500 of the probably more than one million[citation needed] species are named now. Microsporidia are restricted to animal hosts, and all major groups of animals host microsporidia. Most infect insects, but they are also responsible for common diseases of crustaceans and fish. The named species of microsporidia usually infect one host species or a group of closely related taxa. Several species, most of which are opportunistic, also infect humans.
Approximately 10 percent of the species are parasites of vertebrates - including humans, in which they can cause microsporidiosis.
After infection they influence their hosts in various ways and all organs and tissues are invaded, though generally by different species of microsporidia. Some species are lethal, and a few are used in biological control of insect pests. Parasitic castration, gigantism, or change of host sex are all potential effects of microsporidian parasitism (in insects). In the most advanced cases of parasitism the microsporidium rules the host cell completely and controls its metabolism and reproduction, forming a xenoma. .[1]
Replication takes place within the host's cells, which are infected by means of unicellular spores. These vary from 1-40 micrometres, making them some of the smallest eukaryotes.[citation needed] Microsporidia that infect mammals are 1.0-4.0 micrometres.[2] They also have the smallest eukaryotic genomes.
Microsporidium was once the vernacular name for a member of the class Microsporidea in the protozoan subphylum Cnidospora.[3]"
MICROSPORUM,"Microsporum is a genus of fungi that causes tinea capitis, tinea corpus, ringworm, and other dermatophytoses (fungal infections of the skin). Microsporum forms both macroconidia (large asexual reproductive structures) and microconidia (smaller asexual reproductive structures) on short conidiophores. Macroconidia are hyaline, multiseptate, variable in form, fusiform, spindle-shaped to obovate, 7-20 by 30-160 micrometres in size, with thin or thick echinulate to verrucose cell walls. Their shape, size and cell wall features are important characteristics for species identification. Microconidia are hyaline, single-celled, pyriform to clavate, smooth-walled, 2.5-3.5 by 4-7 micrometres in size and are not diagnostic for any one species.
The separation of this genus from Trichophyton is essentially based on the roughness of the macroconidial cell wall, although in practice this may sometimes be difficult to observe. Seventeen species of Microsporum have been described; however, only the more common species are included in these descriptions."
MITE,"Mites, along with ticks, are small arthropods belonging to the subclass Acari (also known as Acarina) and the class Arachnida. The scientific discipline devoted to the study of ticks and mites is called acarology. In soil ecosystems, mites are favored by high organic matter content and by moist conditions, wherein they actively engage in the fragmentation and mixing of organic matter.[1]"
MOBILUNCUS,"Mobiluncus is a genus of gram-negative,[1] anaerobic, rod-shaped bacteria. While this species of bacterium possesses a cell wall with structural similarity to other gram-positive cell walls, upon gram stain these bacteria may be stained either gram-negative or gram-variable.
Its organisms are found in the human vagina, particularly in association with Gardnerella vaginalis in cases of bacterial vaginosis.[2][3]"
MOELLERELLA,No entry
MOLLUSCUM CONTAGIOSUM VIRUS,"The Molluscum contagiosum virus (MCV) is a species of virus in the poxvirus family, which causes the disease Molluscum contagiosum in humans. Virions have a complex structure and is consistent with the structure of the poxvirus family: a surface membrane, a core, and lateral bodies. Virus may be contained within inclusion bodies and mature by budding through the membrane of the host cell giving rise to a large amount of viral shedding in a short period of time. Approximate measurements of the virus are 200 nm in diameter, 320 nm in length and 100 nm in height.[1]
High magnification micrograph of molluscum contagiosum, showing the characteristic molluscum bodies which contain the virus. H&E stain.
Diagnosis is made on the clinical appearance; the virus cannot routinely be cultured. The diagnosis can be confirmed by excisional biopsy. There are 4 types of MCV, MCV-1 to -4. MCV-1 is the most prevalent in human infections, and MCV-2 seen usually in adults and often sexually transmitted.[2][3][4] Polymerase chain reaction techniques are being developed to help confirm lesions as being caused by MCV,[5] and distinguish between strains.[6][7]"
MORAXELLA,"Moraxella is a genus of Gram-negative bacteria in the Moraxellaceae family. It is named after the Swiss ophthalmologist Victor Morax. The organisms are short rods, coccobacilli or, as in the case of Moraxella catarrhalis, diplococci in morphology, with asaccharolytic, oxidase-positive and catalase-positive properties.[2] Moraxella catarrhalis is the clinically most important species under this genus."
MORGANELLA,"Morganella morganii is a species of Gram-negative bacteria.[1] It has a commensal relationship within the intestinal tracts of humans, mammals, and reptiles as normal flora.[1] Although M. morganii has a wide distribution, it is considered an uncommon cause of community-acquired infection and it is most often encountered in postoperative and other nosocomial infections such as urinary tract infections.[3]"
MUCOR,"Mucor is a microbial genus of approximately 6 species of moulds commonly found in soil, digestive systems, plant surfaces, and rotten vegetable matter."
MYCOBACTERIUM,"Mycobacterium is a genus of Actinobacteria, given its own family, the Mycobacteriaceae. The genus includes pathogens known to cause serious diseases in mammals, including tuberculosis (Mycobacterium tuberculosis) and the classic Hansen's strain of leprosy (Mycobacterium leprae).[1] The Greek prefix myco- means ""fungus,"" alluding to the way mycobacteria have been observed to grow in a mold-like fashion on the surface of liquids when cultured.[2]"
MYCOCLADUS,No entry
MYCOLEPTODISCUS,Mycoleptodiscus is a genus of fungi in the family Magnaporthaceae.
MYCOPLASMA,"Mycoplasma is a genus of bacteria that lack a cell wall around their cell membrane.[1] Without a cell wall, they are unaffected by many common antibiotics such as penicillin or other beta-lactam antibiotics that target cell wall synthesis. They can be parasitic or saprotrophic. Several species are pathogenic in humans, including M. pneumoniae, which is an important cause of atypical pneumonia and other respiratory disorders, and M. genitalium, which is believed to be involved in pelvic inflammatory diseases. Mycoplasma species are the smallest bacterial cells yet discovered,[2] can survive without oxygen, and are typically about 0.1  micrometres in diameter. Hundreds of mycoplasmae infect animals.[3]"
MYROIDES,No entry
NAEGLERIA,"Naegleria is a genus of protozoa. The genus was named after French zoologist Mathieu Naegler. Naegleria is a microscopic amoeba that can cause a very rare, but severe, infection of the brain. The amoeba is commonly found in warm freshwater (for example, lakes, rivers, and hot springs) and soil. Only one species, Naegleria fowleri infects humans.[1]
Naegleria fowleri infects people by entering the body through the nose. This typically occurs when people go swimming or diving in warm freshwater places, like lakes and rivers. In very rare instances, Naegleria infections may also occur when contaminated water from other sources (such as inadequately chlorinated swimming pool water or heated tap water < 47 degree C) enters the nose. Once the amoeba enters the brain, it causes a usually fatal infection called primary amoebic meningoencephalitis (PAM).[2] Naegleria are also notable because some species change their form based on the chemistry of their surroundings, transitioning from an immobile cell to a flagellated cell.
The amoeba lives as a cyst on the sediments of the bottom of freshwater like lakes, ponds, and rivers.
Species include:
Naegleria fowleri, which causes a rare and generally fatal disease in humans
Naegleria gruberi
Naegleria lovaniensis"
NECATOR,"Necator is a genus of fungus in the family Corticiaceae. The genus is monotypic, containing the single species Necator decretus, found in Southeast Asia.[1]"
NEISSERIA,"Neisseria is a large genus of bacteria that colonize the mucosal surfaces of many animals. Of the 11 species that colonize humans, only two are pathogens, N. meningitidis and N. gonorrhoeae. Most gonoccocal infections are asymptomatic and self-resolving, and epidemic strains of the meningococcus may be carried in >95% of a population where systemic disease occurs at <1% prevalence.
Neisseria species are Gram-negative bacteria included among the proteobacteria, a large group of Gram-negative forms. Neisseria diplococci resemble coffee beans when viewed microscopically.[1]"
NEMATODES UNSPECIFIED,No entry
NEOSCYTALIDIUM,Neoscytalidium is a genus of fungi in the Botryosphaeriaceae family.
NEW ORGANISM,No entry
NIGROSPORA,No entry
NOCARDIA,"Nocardia is a genus of weakly staining Gram-positive, catalase-positive, rod-shaped bacteria. It forms partially acid-fast beaded branching filaments (acting as fungi, but being truly bacteria). It contains a total of 85 species. Some species are nonpathogenic, while others are responsible for nocardiosis.[1] Nocardia species are found worldwide in soil rich in organic matter. In addition, they are oral microflora found in healthy gingiva, as well as periodontal pockets. Most Nocardia infections are acquired by inhalation of the bacteria or through traumatic introduction."
NOROVIRUS,"Norovirus, sometimes known as the winter vomiting bug[1] in the UK, is the most common cause of viral gastroenteritis in humans. It affects people of all ages.[2] The virus is transmitted by fecally contaminated food or water, by person-to-person contact,[3] and via aerosolization of the virus and subsequent contamination of surfaces.[4] The virus affects around 267 million people and causes over 200,000 deaths each year; these deaths are usually in less developed countries and in the very young, elderly and immunosuppressed.[5]
Norovirus infection is characterized by nausea, projectile vomiting, watery diarrhea, abdominal pain, and in some cases, loss of taste. General lethargy, weakness, muscle aches, headache, and low-grade fever may occur. The disease is usually self-limiting, and severe illness is rare. Although having norovirus can be unpleasant, it is not usually dangerous and most who contract it make a full recovery within a couple of days.[1] Norovirus is rapidly inactivated by either sufficient heating or by chlorine-based disinfectants and polyquaternary amines, but the virus is less susceptible to alcohols and detergents.[6]
After infection, immunity to norovirus is usually incomplete and temporary,[7] with one publication drawing the conclusion that protective immunity to the same strain of norovirus lasts for six months, but that all such immunity is gone after two years.[8] Outbreaks of norovirus infection often occur in closed or semiclosed communities, such as long-term care facilities, overnight camps, hospitals, schools, prisons, dormitories, and cruise ships, where the infection spreads very rapidly either by person-to-person transmission or through contaminated food.[9] Many norovirus outbreaks have been traced to food that was handled by one infected person.[10]
The genus name Norovirus is derived from Norwalk virus, the only species of the genus. The species causes approximately 90% of epidemic nonbacterial outbreaks of gastroenteritis around the world,[11] and may be responsible for 50% of all foodborne outbreaks of gastroenteritis in the United States.[12][13]
"
OCHROBACTRUM,"Ochrobactrum is a bacterial genus that belongs to Brucellaceae in the Rhizobiales. The genus has been described by Holmes in 1988 and Ochrobactrum anthropi was proposed as the type species of the genus. Further work led to the recognition of 16 other species, for a total of 18:
Ochrobactrum anthropi,
Ochrobactrum ciceri,
Ochrobactrum cytisi,
Ochrobactrum daejeonense,
Ochrobactrum gallinifaecis,
Ochrobactrum grignonense,
Ochrobactrum guangzhouense,
Ochrobactrum haematophilum,
Ochrobactrum intermedium,
Ochrobactrum lupini,
Ochrobactrum oryzae,
Ochrobactrum pecoris,
Ochrobactrum pituitosum,
Ochrobactrum pseudintermedium,
Ochrobactrum pseudogrignonense,
Ochrobactrum rhizosphaerae,
Ochrobactrum thiophenivorans,
Ochrobactrum tritici.
The Ochrobactrum strains are all Gram-negative short rods, straight or slightly curved with one end flame shaped. The cells are approximately 0.6-1.2 to 2 micrometres in length. They are non-spore forming, strictly aerobic and non-fermentative.
The genomes of most Ochrobactrum species is complex with two independent circular chromosomes often associated to plasmids.
"
OERSKOVIA,No entry
OLIGELLA,"Oligella is a genus of Gram-negative, aerobic bacteria from the family Alcaligenaceae."
ONYCHOCOLA,No entry
ORF-PARAVACCINIA VIRUS,No entry
OSCILLOSPIRA,No entry
PAECILOMYCES,"Paecilomyces is a genus of nematophagous fungi which kills harmful nematodes by pathogenesis, causing disease in the nematodes. Therefore, the fungus can be used as a bionematicide to control nematodes by applying it to soil."
PAENIBACILLUS,"Paenibacillus is a genus of facultative anaerobic, endospore-forming bacteria, originally included within the genus Bacillus and then reclassified as a separate genus in 1993.[4] Bacteria belonging to this genus have been detected in a variety of environments such as: soil, water, rhizosphere, vegetable matter, forage and insect larvae, as well as clinical samples.[5][6][7][8] The name reflects this fact: Latin paene means almost, and so the Paenibacilli are literally almost Bacilli. The genus includes P. larvae, which is known to cause American foulbrood in honeybees, the P. polymyxa, which is capable of fixing nitrogen and therefore is used in agriculture and horticulture, the Paenibacillus sp. JDR-2 which is known to be a rich source of chemical agents for biotechnology applications and pattern forming strains such as P. vortex and P. dendritiformis discovered in the early 90s,[9][10][11][12][13] which are known to develop complex colonies with intricate architectures[14][15][16][17][18] as is illustrated in the pictures."
PANDORAEA,"Pandoraea is a genus of Gram-negative, nonspore-forming, motile bacteria with a single polar flagellum, of the family Burkholderiaceae and class Betaproteobacteria.[3][4]"
PANTOEA,"Pantoea is a genus of Gram-negative bacteria of the family Enterobacteriaceae, recently separated from the Enterobacter genus. Pantoea bacteria ferment lactose, are motile, and form mucoid colonies. [1] This genus includes eight species and two sub-species. Besides that, some of the species show quorum sensing ability that could drive different gene expression hence controlling certain physiological activities [2]"
PAPILLOMAVIRUS,"Papillomaviridae is an ancient taxonomic family of non-enveloped DNA viruses, collectively known as papillomaviruses. Several hundred species of papillomaviruses, traditionally referred to as ""types"",[1] have been identified infecting all carefully inspected mammals,[1] but also other amniotes such as birds, snakes and turtles.[2][3][4] Infection by most papillomavirus types, depending on the type, is either asymptomatic (e.g. most Beta-PVs) or causes small benign tumors, known as papillomas or warts (e.g. human papillomavirus1, HPV6 or HPV11). Papillomas caused by some types, however, such as human papillomaviruses 16 and 18, carry a risk of becoming cancerous.[5]
Papillomaviruses are usually considered as highly host- and tissue-tropic, and are thought to rarely be transmitted between species.[6] Papillomaviruses replicate exclusively in the basal layer of the body surface tissues. All known papillomavirus types infect a particular body surface,[1] typically the skin or mucosal epithelium of the genitals, anus, mouth, or airways.[7] For example, human papillomavirus (HPV) type 1 tends to infect the soles of the feet, and HPV type 2 the palms of the hands, where they may cause warts. Additionally, there are descriptions of the presence papillomavirus DNA in the blood and in the peripheral blood mononuclear cells.
Papillomaviruses were first identified in the early 20th century, when it was shown that skin warts, or papillomas, could be transmitted between individuals by a filterable infectious agent. In 1935 Francis Peyton Rous, who had previously demonstrated the existence of a cancer-causing sarcoma virus in chickens, went on to show that a papillomavirus could cause skin cancer in infected rabbits. This was the first demonstration that a virus could cause cancer in mammals."
PAPOVAVIRUS,"A Papovavirus is any member of the former virus family of Papovaviridae.[1] They are mainly associated with various neoplasms in mammals.[1] The family of Papovaviridae is no longer used in recent taxonomy, but is split into the Papillomaviridae and the Polyomaviridae.[2]
The name derives from three abbreviations: Pa for papillomavirus, Po for polyomavirus, and Va for ""vacuolating"" (simian vacuolating virus 40 or SV40, which is now known to be part of the polyomavirus genus).
Papovaviruses are DNA viruses containing double-stranded DNA, are icosahedral in shape, and do not have a lipoprotein envelope.
They are commonly found in humans and other species, mostly mammals. The one that most often causes disease in humans is the human papillomavirus."
PARABACTEROIDES,No entry
PARACOCCIDIOIDES,Paracoccidioides brasiliensis is a dimorphic fungus and the causative agent of the disease paracoccidioidomycosis.[1][2][3] The fungus has been affiliated with the family Ajellomycetaceae (division Ascomycota) although a sexual state or teleomorph has not yet been found.[4]
PARACOCCUS,"In taxonomy, Paracoccus is a genus of the Rhodobacteraceae.[1]"
PARAGONIMUS,"Paragonimus is a genus of flatworms (platyhelminths). Some tens of species have been described, but they are difficult to distinguish, so it is not clear how many of the named species may be synonyms. Several of the species are known as lung flukes. In humans some of the species occur as zoonoses; the term for the condition is paragonimiasis. The first intermediate hosts of Paragonimus include at least 54 species of freshwater snails from superfamilies Cerithioidea and Rissooidea.[2]
The most prominent species of Paragonimus in human medicine is Paragonimus westermani, an infectious lung fluke originating in eastern Asia. Worldwide, about nine species of Paragonimus are known to cause human paragonimiasis in which many of the species reside in East Asia, West Africa, and in North and South America.[3]"
